,ID,pmid,sen
1958,27796268L0,27796268,hyperinsulinemia is a hallmark of insulin resistance associated metabolic disorders.
1959,27796268L1,27796268,"under physiological conditions, insulin maintains a balance between nitric oxide (no) and, the potent vasoconstrictor, endothelin 1 (et 1)."
1960,27796268L2,27796268,"we tested the hypothesis that acute hyperinsulinemia will preferentially augment et 1 protein expression, disrupt the equilibrium between et 1 expression and endothelial no synthase (enos) activation, and subsequently impair flow induced dilation (fid) in human skeletal muscle arterioles."
1961,27796268L3,27796268,"skeletal muscle biopsies were performed on 18 lean, healthy controls (lhcs) and 9 older, obese, type 2 diabetics (t2dm) before and during (120 min) a 40 mu/m"
1962,11374865L0,11374865,"heat shock protein (hsp), including hsp70, has been reported to restore the glucose induced insulin release suppressed by nitric oxide (no)."
1963,11374865L1,11374865,"however, the mechanism underlying this recovery remains unclear."
1964,11374865L2,11374865,"in the present study, we examine the effects, in rat islets, of heat shock on insulin secretion inhibited by a small amount of no and also on glucose metabolism, the crucial factor in insulin release."
1965,11374865L3,11374865,exposure to a higher dose (15 u/ml) of interleukin 1beta (il 1beta) abolished the insulin release by stimulation of glucose or kcl in both control and heat shocked islets.
1966,11374865L4,11374865,"in rat islets exposed to a lower dose (1.5 u/ml) of il 1beta, insulin secretion in response to glucose, but not to glyceraldehydes (ga), ketoisocaproate (kic), or kcl, was selectively impaired, concomitantly with lower atp concentrations in the presence of 16.7 mm glucose, while such suppression of insulin secretion and atp content was not observed in heat shock treated islets."
1967,11374865L5,11374865,"no production in islets exposed to 1.5 u/ml il 1beta was significantly, but only partly, decreased by heat shock treatment."
1968,11374865L6,11374865,the glucose utilization rate measurement using [5 3h] glucose and [2 3h] glucose and the glucokinase activity in vitro were reduced in islets treated with 1.5 u/ml il 1beta.
1969,11374865L7,11374865,"in heat shock treated islets, glucose utilization and glucokinase activity were not affected by 1.5 u/ml il 1beta."
1970,11374865L8,11374865,these data suggest that heat shock restores glucose induced insulin release inhibited by no by maintaining glucokinase activity and the glucose utilization rate in islets in addition to reducing endogenous no production.
1971,24676313L0,24676313,the aim of this work was to evaluate the effect of long term supplementation with two moderate dose of zn on plasma and cellular red ox status markers in elderly volunteers.
1972,24676313L1,24676313,"in a double blind study 108 healthy volunteers, aged 70 85 years, were enrolled."
1973,24676313L2,24676313,"they were randomly divided in 3 groups of treatment, receiving placebo, 15 mg/day and 30 mg/day of zn for 6 months."
1974,24676313L3,24676313,"red ox status markers were assessed at baseline and after 6 months evaluating carotenoids, vitamin a and e in plasma; glutathione (gsh), thiol groups (rsh), malondialdehyde (mda), percentage of haemolysis and methemoglobin in erythrocytes."
1975,24676313L4,24676313,"zn supplementation had no significant effects on red ox status markers except for vitamin a levels (from 1.94±0.44 to 2.18±0.48 μm in volunteers receiving 15 mg of zn and from 1.95±0.46 to 2.26±0.56 μm in volunteers receiving 30 mg of zn), which increased proportionally to zinc dose."
1976,24676313L5,24676313,"it appears that, differently from unhealthy populations, long term supplementation with two moderate doses of zn in a healthy elderly population, with an adequate zn nutritive status and macro and micronutrients intakes in the range of normality, is an inefficient way to increase antioxidant defences."
1977,19200578L0,19200578,hepatoblastoma is the most common malignant tumor of the liver of children worldwide.
1978,19200578L1,19200578,"histologically, hepatoblastomas show marked variation in the type and proportion of epithelial (fetal, embryonal, or small cell) and mesenchymal components with differing prognosis and response to therapy."
1979,19200578L2,19200578,"the pure fetal type hepatoblastoma, presenting as stage 1 and resectable, has the best prognosis, whereas the small cell histology has been associated with unfavorable outcome."
1980,19200578L3,19200578,"using gene expression profiling, we demonstrate that in addition to wnt pathway deregulation, cell growth and survival pathways are also globally deregulated in hepatoblastomas."
1981,19200578L4,19200578,"furthermore, the different histologic subtypes are characterized by specific gene expression and pathway signatures that give insight into the degree of molecular heterogeneity that is present among these tumors."
1982,19200578L5,19200578,"although wnt signaling pathway upregulation is common to all histologic types of hepatoblastoma, this pathway is even more significantly deregulated in aggressive hepatoblastomas."
1983,19200578L6,19200578,"in addition, deregulation of mapk signaling pathway and antiapoptotic signaling is preferentially upregulated in aggressive epithelial hepatoblastomas with a small cell component."
1984,19200578L7,19200578,the gene expression signatures reported here provide possible prognostic and diagnostic markers as well as therapeutic targets for this disease.
1985,10544240L0,10544240,"a novel member of the human udp n acetyl d galactosamine:polypeptide n acetylgalactosaminyltransferase gene family, designated galnac t7, was cloned and expressed."
1986,10544240L1,10544240,"galnac t7 exhibited different properties compared to other characterized members of this gene family, in showing apparent exclusive specificity for partially galnac glycosylated acceptor substrates."
1987,10544240L2,10544240,"galnac t7 showed no activity with a large panel of non glycosylated peptides, but was selectively activated by partial galnac glycosylation of peptide substrates derived from the tandem repeats of human muc2 and rat submaxillary gland mucin."
1988,10544240L3,10544240,the function of galnac t7 is suggested to be as a follow up enzyme in the initiation step of o glycosylation.
1989,15269222L0,15269222,"matrix metalloproteinases (mmps), a family of endoproteinases, are implicated in cardiac remodeling."
1990,15269222L1,15269222,"interleukin 1beta (il 1beta), which is increased in the heart following myocardial infarction, increases expression and activity of mmp 2 (gelatinase a) and  9 (gelatinase b) in cardiac fibroblasts."
1991,15269222L2,15269222,"previously, we have shown that il 1beta activates erk1/2, jnks, and protein kinase c (pkc)."
1992,15269222L3,15269222,"however, signaling pathways involved in the regulation of mmp 2 and  9 expression and activity are not yet well understood."
1993,15269222L4,15269222,"using adult rat cardiac fibroblasts, we show that inhibition of erk1/2 and jnks inhibits il 1beta stimulated increases in mmp 9, not mmp 2, expression and activity."
1994,15269222L5,15269222,"chelerythrine, an inhibitor of pkc, inhibited activation of erk1/2 and jnks and expression and activity of both mmps."
1995,15269222L6,15269222,"selective inhibition of pkc alpha/beta1 using gö6976 inhibited jnks activation and the expression and activity of mmp 9, not mmp 2. inhibition of pkc theta and pkc zeta using pseudosubstrates inhibited il 1beta stimulated activation of erk1/2 and jnks and the expression and activity of mmp 2 and  9. inhibition of pkc epsilon had no effect."
1996,15269222L7,15269222,il 1beta activated nf kappab pathway as measured by increased phosphorylation of ikkalpha/beta and ikappab alpha.
1997,15269222L8,15269222,"inhibition of erk1/2, jnks, and pkc alpha/beta1 had no effect on nf kappab activation, whereas inhibition of pkc theta and pkc zeta inhibited il 1beta stimulated activation of nf kappab."
1998,15269222L9,15269222,"sn50, nf kappab inhibitor peptide, inhibited il 1beta stimulated increases in mmp 2 and  9 expression and activity."
1999,15269222L10,15269222,"these observations suggest that 1) activation of erk1/2 and jnks plays a critical role in the regulation of mmp 9, not mmp 2, expression and activity; 2) pkc alpha/beta1 act upstream of jnks, not erk1/2; 3) pkc zeta and  theta, not pkc epsilon, act upstream of jnks, erk1/2, and nf kappab; and 4) activation of nf kappab stimulates expression and activity of mmp 2 and  9."
2000,21451941L0,21451941,gemcitabine is a promising drug for cholangiocarcinoma treatment.
2001,21451941L1,21451941,"however, the kinetics and metabolism of this drug in cholangiocarcinoma treatment are not well defined."
2002,21451941L2,21451941,we aimed to investigate the potential clinical role of gemcitabine metabolism related genes in the gemcitabine sensitivity of cholangiocarcinoma and identify and characterize novel gemcitabine resistance related genes.
2003,21451941L3,21451941,"expressions of genes related to gemcitabine sensitivity and gemcitabine metabolism were measured in 10 cholangiocarcinoma cell lines, and the association between gene expression and gemcitabine sensitivity was evaluated."
2004,21451941L4,21451941,"furthermore, gemcitabine resistant cell lines were established from ysccc cells and subjected to genome wide microarray analysis."
2005,21451941L5,21451941,the 2 fold upregulated and downregulated genes were then subjected to pathway analysis.
2006,21451941L6,21451941,"p53r2 mrna expression was significantly higher in gemcitabine resistant cell lines (ic(50) > 1000 nm), and all subunits of ribonucleotide reductase were upregulated in the established gemcitabine resistant cell lines."
2007,21451941L7,21451941,"microarray analysis revealed that the upregulated genes in the resistant cells belonged to the glutathione and pyrimidine metabolism pathways, and that the downregulated genes belonged to the n glycan biosynthesis pathway."
2008,21451941L8,21451941,"increased expression of p53r2 may predict gemcitabine resistance, and upregulated rnr activity may influence gemcitabine resistance in cholangiocarcinoma cells."
2009,21451941L9,21451941,glutathione pathway related genes were induced by continuous exposure to gemcitabine and may contribute to gemcitabine resistance.
2010,2493981L0,2493981,"female sprague dawley rats, 50 days of age, were treated with a single dose of 5 mg of 7,12 dimethylbenz(a)anthracene intragastrically."
2011,2493981L1,2493981,"3 days after carcinogen treatment, the rats were put on semisynthetic diets containing 20% by weight of corn oil (co), soybean oil (sbo), crude palm oil (cpo), refined, bleached, deodorized palm oil (rbd po) and metabisulfite treated palm oil (mcpo) for 5 months."
2012,2493981L2,2493981,"during the course of experiments, rats fed on different dietary fats had similar rate of growth."
2013,2493981L3,2493981,rats fed 20% co or sbo diet have higher tumor incidence than rats fed on palm oil (po) diets; however differences of mean tumor latency periods among the groups were not statistically significant.
2014,2493981L4,2493981,"at autopsy, rats fed on high co or sbo diets had significantly more tumors than rats fed on the three po diets."
2015,2493981L5,2493981,our results showed that high po diets did not promote chemically induced mammary tumorigenesis in female rats when compared to high co or sbo diets.
2016,2493981L6,2493981,"co and sbo differ greatly from the palm oils in their contents of tocopherols, tocotrienols, and carotenes."
2017,2493981L7,2493981,but further experiments would be required to determine whether the observed differences in tumor incidence and tumor numbers were due to the differences in these minor components or due to the unique triglyceride structure of the palm oils.
2018,2493981L8,2493981,"analysis of the fatty acid profiles of plasma total lipids of tumor bearing rats and of the tumor total lipids showed that, with the exception of arachidonic acid, the fatty acid profiles reflect the nature of the dietary fats."
2019,2493981L9,2493981,"at autopsy, there were no differences in the plasma total cholesterol contents among rats fed on different dietary fats, but rats fed on palm oil diets had a significantly higher plasma triglyceride level than that of rats fed co or sbo diets."
2020,2493981L10,2493981,"as for the tumor lipids, there were no significant differences in the triglyceride, diglyceride, and phospholipid levels when the co or sbo groups were compared to the palm oil groups."
2021,28226188L0,28226188,"in china, excessive use of nitrogen fertilizers in glasshouses leads to nitrate accumulations in soil and plants, which then limits productivity."
2022,28226188L1,28226188,"melatonin, an evolutionarily highly conserved molecule, has a wide range of functions in plants."
2023,28226188L2,28226188,"we analyzed the effects of melatonin pretreatment on the growth, mineral nutrition, and nitrogen metabolism in cucumber (cucumis sativus l. ""jin you no."
2024,28226188L3,28226188,"1"") when seedlings were exposed to nitrate stress."
2025,28226188L4,28226188,an application of 0.1 mmol/l melatonin significantly improved the growth of plants and reduced their susceptibility to damage due to high nitrate levels (0.6 mol/l) during the ensuing period of stress treatment.
2026,28226188L5,28226188,"although excess nitrate led to an increase in the concentrations of nitrogen, potassium, and calcium, as well as a decrease in levels of phosphorus and magnesium, exogenous melatonin generally had the opposite effect except for a further rise in calcium concentrations."
2027,28226188L6,28226188,pretreatment also significantly reduced the accumulations of nitrate nitrogen and ammonium nitrogen and enhanced the activities of enzymes involved in nitrogen metabolism.
2028,28226188L7,28226188,"expression of cs nr and cs gogat, two genes that function in that metabolism, was greatly down regulated when plants were exposed to 0.6 mol/l nitrate, but was up regulated in plants that had received the 0.1 mmol/l melatonin pretreatment."
2029,28226188L8,28226188,"our results are the first evidence that melatonin has an important role in modulating the composition of mineral elements and nitrogen metabolism, thereby alleviating the inhibitory effect on growth normally associated with nitrate stress."
2030,12661997L0,12661997,airway inflammation in asthma is not measured routinely in clinical practice.
2031,12661997L1,12661997,"fractional exhaled nitric oxide (fe(no)), a marker of airway inflammation, is increasingly used as an outcome measure in asthma intervention studies and yet the reproducibility of fe(no) measurements is unknown."
2032,12661997L2,12661997,"the reproducibility, day to day, diurnal variation and perception of standardised fe(no) measurements were examined in 59 subjects (40 children aged 7 13 yrs and 19 adults aged 18 60 yrs), both healthy (n=30) and with mild (n = 29) asthma."
2033,12661997L3,12661997,fe(no) was measured on five consecutive days (four measurements on the same day) for adults and twice on the same day for children.
2034,12661997L4,12661997,"the coefficient of reproducibility expressed as the mean pooled standard deviation (n = 59, 675 estimations) was 2.11 parts per billion (ppb) and intraclass correlation coefficient was 0.99 in both children and adults."
2035,12661997L5,12661997,fe(no) was significantly higher in asthma subjects (32.3 ppb) than in healthy subjects (16.3 ppb).
2036,12661997L6,12661997,"there was no diurnal or day to day variation, or a learning effect, as the result of fe(no) measurements were identical at results of the beginning and at the end of the study."
2037,12661997L7,12661997,"it was concluded that fractional exhaled nitric oxide measurements are simple, reproducible, free from diurnal and day to day variation, and acceptable by both healthy and asthmatic adults and children, as a part of their routine visit to a physician."
2038,2071895L0,2071895,we probed the functional significance of the region around cys 241 in human c2 by testing the hemolytic activity of a series of mutant rc2.
2039,2071895L1,2071895,mutant c2 cdna were constructed by oligonucleotide directed site specific mutagenesis and expressed transiently in cos cells.
2040,2071895L2,2071895,wild type rc2 had threefold higher specific hemolytic activity than native serum c2.
2041,2071895L3,2071895,"substitution of gly, ala, or ser for cys 241 resulted in a slightly, but significantly, increased activity."
2042,2071895L4,2071895,"in addition, i2 had no effect on the activity of these mutant c2."
2043,2071895L5,2071895,substitution of lys for gln 243 increased the hemolytic activity by more than two fold.
2044,2071895L6,2071895,increased activity in all cases was due to slower decay rates of the c3 convertase.
2045,2071895L7,2071895,"finally, substitution of leu or ala for asp 240 or ser 244, respectively, resulted in more than 100 fold decrease of hemolytic activity."
2046,2071895L8,2071895,the results suggest that residues 240 to 244 of human c2 represent an important structural determinant of the c4b binding site of c2a.
2047,2071895L9,2071895,they also confirm that cys 241 is the residue responsible for the increased activity of c2 reacted with i2.
2048,18395741L0,18395741,"new cell lines were recently developed from the embryos of the black cutworm, agrotis ipsilon (lepidoptera: noctuidae)."
2049,18395741L1,18395741,a primary culture was initiated from 4 day old a. ipsilon eggs in excell420 medium supplemented with 5% fetal bovine serum.
2050,18395741L2,18395741,this initial culture produced sufficient cell growth to allow subcultivation and eventually led to the establishment of eight distinct strains.
2051,18395741L3,18395741,two of these strains (aie1611t and aied6t) were selected for further characterization.
2052,18395741L4,18395741,extracts of these strains were compared to an extract from a. ipsilon eggs by isozyme analysis and shown to be from the same species.
2053,18395741L5,18395741,"both strains were susceptible to infection by the a. ipsilon multiple nucleopolyhedrovirus (agipmnpv), as well as to lepidopteran group i npvs from a. californica, anagrapha falcifera, anticarsia gemmatalis, galleria mellonella, helicoverpa armigera, plutella xylostella, and rachiplusia ou, with large numbers of occlusion bodies produced in most of the inoculated cells."
2054,18395741L6,18395741,"the cell lines did not support the replication of group ii npvs from helicoverpa zea, lymantria dispar, and spodoptera exigua."
2055,18395741L7,18395741,both cell lines produced confluent monolayers in plaque assays and supported the formation of plaques upon infection with agipmnpv and autographa californica (ac)mnpv.
2056,18395741L8,18395741,"twenty agipmnpv plaques were picked from either aie1611t or aied6t monolayers, and the plaque isolates were serially passaged three times through a. ipsilon cells."
2057,18395741L9,18395741,only one isolate from aie1611t cells exhibited genotypic variation in the form of an altered restriction fragment profile.
2058,18395741L10,18395741,our results suggest these new lines can be useful in the study of agipmnpv and a. ipsilon cellular and molecular biology.
2059,20212121L0,20212121,yeast members of the ormdl family of endoplasmic reticulum (er) membrane proteins play a central role in lipid homeostasis and protein quality control.
2060,20212121L1,20212121,"in the absence of yeast orm1 and orm2, accumulation of long chain base, a sphingolipid precursor, suggests dysregulation of sphingolipid synthesis."
2061,20212121L2,20212121,"physical interaction between orm1 and orm2 and serine palmitoyltransferase, responsible for the first committed step in sphingolipid synthesis, further supports a role for the orm proteins in regulating sphingolipid synthesis."
2062,20212121L3,20212121,phospholipid homeostasis is also affected in orm1delta orm2delta cells: the cells are inositol auxotrophs with impaired transcriptional regulation of genes encoding phospholipid biosynthesis enzymes.
2063,20212121L4,20212121,"strikingly, impaired growth of orm1delta orm2delta cells is associated with constitutive unfolded protein response, sensitivity to stress, and slow er to golgi transport."
2064,20212121L5,20212121,"inhibition of sphingolipid synthesis suppresses orm1delta orm2delta phenotypes, including er stress, suggesting that disrupted sphingolipid homeostasis accounts for pleiotropic phenotypes."
2065,20212121L6,20212121,"thus, the yeast orm proteins control membrane biogenesis by coordinating lipid homeostasis with protein quality control."
2066,12448820L0,12448820,"during the early postimplantation period, rodent embryos survive in a relatively anaerobic environment in utero and are vulnerable to a high oxygen pressure."
2067,12448820L1,12448820,they become resistant to oxygen stress when they are exposed to a higher oxygen pressure after the uteroplacental circulation is established.
2068,12448820L2,12448820,"however, it is unknown how embryos acquire such resistance against oxidative stress."
2069,12448820L3,12448820,this study was undertaken to examine whether an antioxidant protein thioredoxin (trx) plays a significant role in the embryonic acquisition of the tolerance to oxidative stress.
2070,12448820L4,12448820,e7.5 embryos of c57bl/6 wild type (wt) and human trx (htrx) inserted transgenic (tg) embryos were cultured under 10 or 25% o2 and their growth and morphological differentiation were evaluated.
2071,12448820L5,12448820,the trx expression and the products of oxidative stress (8 hydroxy 2' deoxy guanosine and carbonylated proteins) in their tissues were also examined.
2072,12448820L6,12448820,"when wt embryos were cultivated in vitro under 25% o2, their growth was significantly disturbed and various developmental abnormalities were induced, which did not occur in embryos grown under 10% o2."
2073,12448820L7,12448820,"however, such embryotoxic effects of oxygen were significantly attenuated in the htrx tg embryos that continuously express htrx."
2074,12448820L8,12448820,accumulation of the products of oxidative stress was significantly reduced in htrx tg embryos as compared with that in wt embryos.
2075,12448820L9,12448820,the trx transgene appears to provide the embryo with the resistance against oxidative stress and may play a crucial role in the redox regulation in embryos.
2076,10713079L0,10713079,accumulating evidence suggests that neuroepithelial bodies are airway o(2) sensors.
2077,10713079L1,10713079,"recently, we have established the h 146 small cell lung carcinoma line as a suitable model to study the biochemical basis of neuroepithelial body cell chemotransduction."
2078,10713079L2,10713079,here we explore the possibility that hypoxic modulation of k(+) channels is intimately linked to activity of nadph oxidase.
2079,10713079L3,10713079,"graded hypoxia caused graded inhibition of whole cell k(+) currents, which correlated well with membrane depolarization."
2080,10713079L4,10713079,"pretreatment with the phorbol ester, 12 o tetradecanoyl (tpa), inhibited k(+) currents at all potentials."
2081,10713079L5,10713079,"although 4alpha phorbol 12,13 didecanoate and tpa in the presence of bisindolylmaleimide were also able to depress k(+) currents, only tpa could significantly ameliorate hypoxic depression of these currents."
2082,10713079L6,10713079,"thus, protein kinase c (pkc) activation modulates the sensitivity of these cells to changes in po(2)."
2083,10713079L7,10713079,"furthermore, because the addition of h(2)o(2), a downstream product of nadph oxidase, could only activate k(+) currents during hypoxia (when endogenous h(2)o(2) production is suppressed), it appears likely that pkc modulates the affinity of nadph oxidase for o(2) potentially via phosphorylation of the p47(phox) subunit, which is present in these cells."
2084,10713079L8,10713079,these data show that pkc is an important regulator of the o(2) transduction pathway and suggests that nadph oxidase represents a significant component of the airway o(2) sensor.
2085,26912174L0,26912174,loss of function mutations of the autoimmune regulator (aire) gene results in organ specific autoimmunity and disease autoimmune polyendocrinopathy type 1 (aps1)/autoimmune polyendocrinopathy candidiasis ectodermal dystrophy (apeced).
2086,26912174L1,26912174,"the aire protein is crucial in the induction of central tolerance, promoting ectopic expression of tissue specific antigens in medullary thymic epithelial cells and enabling removal of self reactive t cells."
2087,26912174L2,26912174,"aire expression has recently been detected in myeloid dendritic cells (dc), suggesting aire may have a significant role in peripheral tolerance."
2088,26912174L3,26912174,"dc stimulation of t cells is critical in determining the initiation or lack of an immune response, depending on the pattern of costimulation and cytokine production by dcs, defining immunogenic/inflammatory (infldc) and tolerogenic (toldc) dc."
2089,26912174L4,26912174,"in aire deficient patients and healthy controls, we validated the role of aire in the generation and function of monocyte derived infldc and toldcs by determining mrna and protein expression of aire and comparing activation markers (hla dr/dp/dq,cd83,cd86,cd274(pdl 1),tlr 2), cytokine production (il 12p70,il 10,il 6,tnf α,ifn γ) and t cell stimulatory capacity (mixed lymphocyte reaction) of aire+ and aire  dcs."
2090,26912174L5,26912174,we show for the first time that: (1) toldcs from healthy individuals express aire; (2) aire expression is not significantly higher in toldc compared to infldc; (3) toldc can be generated from apeced patient monocytes and (4) toldcs lacking aire retain the same phenotype and reduced t cell stimulatory function.
2091,26912174L6,26912174,"our findings suggest that aire does not have a role in the induction and function of monocyte derived tolerogenic dc in humans, but these findings do not exclude a role for aire in peripheral tolerance mediated by other cell types."
2092,29070589L0,29070589,the evolution and production mechanisms of red carotenoid based ornaments in animals are poorly understood.
2093,29070589L1,29070589,"recently, it has been suggested that enzymes transforming yellow carotenoids to red pigments (ketolases) in animal cells may be positioned in the inner mitochondrial membrane (imm) intimately linked to the electron transport chain."
2094,29070589L2,29070589,these enzymes may mostly synthesize coenzyme q
2095,22653801L0,22653801,the epicardium forms an epithelial layer on the surface of the heart.
2096,22653801L1,22653801,"it is derived from a cluster of mesothelial cells, which is termed the proepicardium."
2097,22653801L2,22653801,the proepicardium gives rise not only to the epicardium but also to epicardium derived cells.
2098,22653801L3,22653801,"these cells populate the myocardial wall and differentiate into smooth muscle cells, fibroblast, and possibly endothelial cells."
2099,22653801L4,22653801,"in this review, the formation of the proepicardium is discussed."
2100,22653801L5,22653801,"marker genes, suitable to identify these cells in the embryo and in the adult, are introduced."
2101,22653801L6,22653801,recent evidence suggests that the pe is made up of distinct cell populations.
2102,22653801L7,22653801,these cell lineages can be distinguished on the basis of marker gene expression and differ in their differentiation potential.
2103,22653801L8,22653801,the role of the epicardium as a resource for cardiac stem cells and its importance in cardiac regeneration is also discussed.
2104,27385424L0,27385424,"in cardiac hypertrophy and failure, there is a widespread alteration in mrna splicing, but the role of splice variants in cardiac hypertrophy has not yet been fully elucidated."
2105,27385424L1,27385424,"in this study, we used an exon array to identify novel splice variants associated with cardiac hypertrophy."
2106,27385424L2,27385424,we performed genome wide exon array analysis and developed a splicing profile in murine hearts with hypertrophy induced by transverse aortic constriction for 8 weeks.
2107,27385424L3,27385424,"following global analysis of splice variants using the mouse exon 1.0 st array, we identified 46 spliced genes and narrowed our focus to 1 gene, mitochondrial tumor suppressor 1 (mtus1), whose splice variants were registered in the ncbi refseq database."
2108,27385424L4,27385424,"notably, one of the splice variants mtus1a was specifically upregulated, although the total expression of the mtus1 gene remained unchanged."
2109,27385424L5,27385424,"we showed that mtus1a was localized in the mitochondria, and its expression level increased with the degree of cardiac hypertrophy."
2110,27385424L6,27385424,"in cultured cardiomyocytes, mtus1a overexpression reduced phenylephrine induced reactive oxygen species production and consequent erk phosphorylation, resulting in a decrease in both cell size and protein synthesis."
2111,27385424L7,27385424,"in vivo, cardiac specific mtus1a transgenic mice showed left ventricle wall thinning and a reduced hypertrophic response to pressure overload and phenylephrine treatment."
2112,27385424L8,27385424,we found that mtus1 is specifically spliced in hypertrophic hearts and that the mtus1a variant has an inhibitory effect on cardiac hypertrophy.
2113,27385424L9,27385424,"mtus1a is, therefore, a possible diagnostic and therapeutic target for cardiac hypertrophy and failure."
2114,1689542L0,1689542,"to establish the neuroendocrine and neural features of peripheral neuroblastic tumors, a prospectively collected group of 12 neuroblastomas (nb), 2 ganglioneuroblastomas (gnb), and 4 ganglioneuromas (gn) was probed with a panel of monoclonal antibodies (mabs) to neuroendocrine and neural antigens."
2115,1689542L1,1689542,"all tumors expressed the pan neuroendocrine markers synaptophysin and chromogranin a. they also showed extensive expression of neuronal antigens, ie, of each of the neurofilament (nf) triplet proteins and of the microtubule associated proteins (maps) map2 and tau protein."
2116,1689542L2,1689542,"however, only in the gnbs and gns was the pattern of nf phosphoisoforms relatively mature."
2117,1689542L3,1689542,"in the latter tumors glial fibrillary acidic protein (gfap) and myelin basic protein (mbp) could be demonstrated as well, suggesting the presence of nonmyelinating and myelinating schwann cells, respectively."
2118,1689542L4,1689542,the glial markers did not colocalize with the neural markers.
2119,1689542L5,1689542,"on the basis of these data, it was concluded that all peripheral neuroblastic tumors manifest molecular characteristics of neuroendocrine cells and of neurons."
2120,1689542L6,1689542,"the latter were most developed in gnbs and gns, in which they were accompanied by schwann cell differentiation in a separate population of cells."
2121,1689542L7,1689542,"the above outlined neuronal profile of peripheral neuroblastic tumors, including nbs, distinguishes this group of tumors from the much less neuronally differentiated primitive neuroectodermal tumors of the central nervous system."
2122,4026297L0,4026297,"freshly isolated rat hepatocytes, which metabolize methionine through the cystathionine pathway, and cultured l5178y cells, which do not, were compared for their response to the inhibition of s adenosylhomocysteine (sah) hydrolase (ec 3.3.1.1)."
2123,4026297L1,4026297,"when cells were incubated in fischer's medium lacking cystine but containing 0.67 mm methionine and 10% serum, the addition of periodate oxidized adenosine (poa), an inhibitor of sah hydrolase, increased the level of sah approximately 4 fold in l5178y cells (5 mm poa) and 30 fold in hepatocytes (1 mm poa)."
2124,4026297L2,4026297,"poa treatment also decreased the amount of intracellular glutathione (gsh) in hepatocytes by 6 fold, and in l5178y cells by 3 fold."
2125,4026297L3,4026297,"incubation of hepatocytes with adenosine plus homocysteine, 2 chloroadenosine, or 2',3' acyclic adenosine increased intracellular sah and also lowered gsh levels."
2126,4026297L4,4026297,neither gsh oxidation nor efflux of gsh or gsh conjugates appeared to account for the gsh loss.
2127,4026297L5,4026297,"intracellular gsh, covalently bound to proteins as mixed disulfides, increased when hepatocytes were incubated with poa, but the increase was insufficient to account for the total gsh loss."
2128,4026297L6,4026297,"in hepatocytes with prelabeled [35s]gsh, poa caused the cellular gsh content to decrease while the specific activity of [35s]gsh remained constant, suggesting that inhibitor treatments that caused elevated sah levels may have increased the degradation of gsh while gsh synthesis was inhibited."
2129,16420065L0,16420065,"a new series of 1,3 (oxytetraethylenoxy)cyclotriphosphazene derivatives bearing 2 chloroethylamine or salicylaldehyde (2 hydroxybenzaldehyde) or its schiff base (after condensation with 2 chloroethylamine) units and having also 2 naphthyl or anthraquinone groups as cosubstituents has been synthesized."
2130,16420065L1,16420065,the in vitro cytotoxic activity of these compounds against a panel of four cancer cell lines has been studied.
2131,16420065L2,16420065,"most of the compounds exhibited antiproliferative activity in the range of the international criterion for synthetic agents (4 microg/ml) against the molt4, l 1210, hl 60, and p388 cell lines chosen for testing."
2132,2891114L0,2891114,"two murine monoclonal antibodies to the proliferating cell nuclear antigen (pcna), a rabbit anti n terminal peptide antibody and human auto antibody to pcna reacted with the auxiliary protein for dna polymerase delta from fetal calf thymus following sds polyacrylamide gel electrophoresis, confirming the identity of pcna and the auxiliary protein."
2133,2891114L1,2891114,"undenatured auxiliary protein was immunoprecipitated by the human autoantibody, but not by the monoclonal antibodies, which were raised to sds denatured pcna, nor by the anti n terminal peptide antibody, suggesting that the epitopes recognized by both the monoclonal antibodies and the anti peptide antibody are not exposed in the native protein."
2134,2891114L2,2891114,"the human anti pcna autoantibody neutralized the activity of the auxiliary protein for dna polymerase delta, but did not inhibit the activity of pol delta itself."
2135,2891114L3,2891114,"the ability of pol delta to utilize template/primers containing long stretches of single stranded template was inhibited by the anti pcna autoantibody, whereas the activity of pol alpha on such templates was not affected, confirming the specificity of the auxiliary protein for pol delta."
2136,2891114L4,2891114,"the ability of pcna, a cell cycle regulated protein, to regulate the activity of pol delta suggests a central role for pol delta in cellular dna replication."
2137,7691702L0,7691702,"so far, few studies have addressed the regulation of gh and gh dependent growth factors in adult patients with turner syndrome."
2138,7691702L1,7691702,we therefore studied a group of 25 genetically proven patients with turner syndrome (age 20 50 years) and 10 control women (25 48 years).
2139,7691702L2,7691702,turner patients were significantly shorter (148.7 +/  1.1 cm vs. 169.1 +/  2.3 cm; mean +/  se; p < 0.0001) and more overweight [body mass index (bmi)] 25.6 +/  1.3 vs. 21.4 +/  0.6 in controls; p < 0.01).
2140,7691702L3,7691702,"no significant differences were present when the integrated gh response to stimulation with arginine and the serum levels of gh binding protein (gh bp), igf i, igf ii and binding protein 3 for igfs (igfbp 3) were compared between the two groups."
2141,7691702L4,7691702,"however, more detailed analysis revealed significant abnormalities of the somatotropic axis in turner patients."
2142,7691702L5,7691702,pituitary gh secretion was negatively and serum gh bp positively related to the degree of overweight in normal patients.
2143,7691702L6,7691702,"in turner patients, no such relationship was present, while igf ii significantly increased with bmi."
2144,7691702L7,7691702,igfbp 3 was positively related to adult height in normal women but not in turner patients.
