,source,target
1003,27039292L17,27039292L16
1004,19221870L1,19221870L0
1005,19221870L2,19221870L1
1006,19221870L3,19221870L2
1007,19221870L4,19221870L3
1008,19221870L5,19221870L4
1009,19221870L6,19221870L5
1010,19221870L7,19221870L6
1011,19221870L8,19221870L7
1012,19221870L9,19221870L8
1013,3184599L1,3184599L0
1014,3184599L2,3184599L1
1015,3184599L3,3184599L2
1016,3184599L4,3184599L3
1017,3184599L5,3184599L4
1018,18296745L1,18296745L0
1019,18296745L2,18296745L1
1020,18296745L3,18296745L2
1021,18296745L4,18296745L3
1022,18296745L5,18296745L4
1023,18296745L6,18296745L5
1024,18296745L7,18296745L6
1025,18296745L8,18296745L7
1026,17451768L1,17451768L0
1027,17451768L2,17451768L1
1028,17451768L3,17451768L2
1029,17451768L4,17451768L3
1030,17451768L5,17451768L4
1031,17451768L6,17451768L5
1032,26232943L1,26232943L0
1033,26232943L2,26232943L1
1034,26232943L3,26232943L2
1035,26232943L4,26232943L3
1036,26232943L5,26232943L4
1037,26232943L6,26232943L5
1038,26232943L7,26232943L6
1039,26232943L8,26232943L7
1040,26232943L9,26232943L8
1041,4138889L1,4138889L0
1042,4138889L2,4138889L1
1043,4138889L3,4138889L2
1044,4138889L4,4138889L3
1045,4138889L5,4138889L4
1046,4138889L6,4138889L5
1047,4138889L7,4138889L6
1048,4138889L8,4138889L7
1049,4138889L9,4138889L8
1050,4138889L10,4138889L9
1051,4138889L11,4138889L10
1052,4138889L12,4138889L11
1053,4138889L13,4138889L12
1054,4138889L14,4138889L13
1055,4138889L15,4138889L14
1056,15287020L1,15287020L0
1057,15287020L2,15287020L1
1058,15287020L3,15287020L2
1059,15287020L4,15287020L3
1060,21998290L1,21998290L0
1061,21998290L2,21998290L1
1062,21998290L3,21998290L2
1063,21998290L4,21998290L3
1064,21998290L5,21998290L4
1065,21998290L6,21998290L5
1066,21998290L7,21998290L6
1067,21998290L8,21998290L7
1068,21998290L9,21998290L8
1069,21385992L1,21385992L0
1070,21385992L2,21385992L1
1071,21385992L3,21385992L2
1072,21385992L4,21385992L3
1073,21385992L5,21385992L4
1074,21385992L6,21385992L5
1075,21385992L7,21385992L6
1076,1956696L1,1956696L0
1077,1956696L2,1956696L1
1078,1956696L3,1956696L2
1079,1956696L4,1956696L3
1080,1956696L5,1956696L4
1081,1956696L6,1956696L5
1082,1956696L7,1956696L6
1083,9436927L1,9436927L0
1084,9436927L2,9436927L1
1085,9436927L3,9436927L2
1086,9436927L4,9436927L3
1087,9436927L5,9436927L4
1088,9436927L6,9436927L5
1089,9436927L7,9436927L6
1090,9436927L8,9436927L7
1091,9436927L9,9436927L8
1092,9436927L10,9436927L9
1093,12673362L1,12673362L0
1094,12673362L2,12673362L1
1095,12673362L3,12673362L2
1096,12673362L4,12673362L3
1097,12673362L5,12673362L4
1098,12673362L6,12673362L5
1099,12673362L7,12673362L6
1100,12673362L8,12673362L7
1101,7364939L1,7364939L0
1102,7364939L2,7364939L1
1103,7364939L3,7364939L2
1104,7364939L4,7364939L3
1105,7364939L5,7364939L4
1106,7364939L6,7364939L5
1107,7364939L7,7364939L6
1108,7364939L8,7364939L7
1109,7364939L9,7364939L8
1110,7364939L10,7364939L9
1111,24189473L1,24189473L0
1112,24189473L2,24189473L1
1113,24189473L3,24189473L2
1114,24189473L4,24189473L3
1115,24189473L5,24189473L4
1116,24189473L6,24189473L5
1117,12705033L1,12705033L0
1118,12705033L2,12705033L1
1119,12705033L3,12705033L2
1120,1022281L1,1022281L0
1121,1022281L2,1022281L1
1122,1022281L3,1022281L2
1123,8381357L1,8381357L0
1124,8381357L2,8381357L1
1125,8381357L3,8381357L2
1126,8381357L4,8381357L3
1127,8381357L5,8381357L4
1128,8381357L6,8381357L5
1129,8381357L7,8381357L6
1130,16235565L1,16235565L0
1131,16235565L2,16235565L1
1132,16235565L3,16235565L2
1133,16235565L4,16235565L3
1134,16715354L1,16715354L0
1135,16715354L2,16715354L1
1136,16715354L3,16715354L2
1137,16715354L4,16715354L3
1138,16715354L5,16715354L4
1139,16715354L6,16715354L5
1140,16715354L7,16715354L6
1141,16715354L8,16715354L7
1142,23848590L1,23848590L0
1143,23848590L2,23848590L1
1144,23848590L3,23848590L2
1145,23848590L4,23848590L3
1146,23848590L5,23848590L4
1147,23848590L6,23848590L5
1148,23848590L7,23848590L6
1149,23848590L8,23848590L7
1150,23848590L9,23848590L8
1151,28252183L1,28252183L0
1152,28252183L2,28252183L1
1153,28252183L3,28252183L2
1154,28252183L4,28252183L3
1155,28252183L5,28252183L4
1156,28252183L6,28252183L5
1157,28252183L7,28252183L6
1158,28252183L8,28252183L7
1159,28252183L9,28252183L8
1160,3625782L1,3625782L0
1161,3625782L2,3625782L1
1162,3625782L3,3625782L2
1163,3625782L4,3625782L3
1164,3625782L5,3625782L4
1165,3625782L6,3625782L5
1166,3625782L7,3625782L6
1167,3625782L8,3625782L7
1168,15175003L1,15175003L0
1169,15175003L2,15175003L1
1170,15175003L3,15175003L2
1171,15175003L4,15175003L3
1172,23357387L1,23357387L0
1173,23357387L2,23357387L1
1174,23357387L3,23357387L2
1175,23357387L4,23357387L3
1176,23357387L5,23357387L4
1177,23357387L6,23357387L5
1178,23357387L7,23357387L6
1179,23357387L8,23357387L7
1180,23357387L9,23357387L8
1181,18394338L1,18394338L0
1182,18394338L2,18394338L1
1183,18394338L3,18394338L2
1184,18394338L4,18394338L3
1185,18394338L5,18394338L4
1186,18394338L6,18394338L5
1187,18394338L7,18394338L6
1188,18394338L8,18394338L7
1189,18394338L9,18394338L8
1190,18394338L10,18394338L9
1191,9746207L1,9746207L0
1192,9746207L2,9746207L1
1193,9746207L3,9746207L2
1194,9746207L4,9746207L3
1195,9746207L5,9746207L4
1196,9746207L6,9746207L5
1197,9746207L7,9746207L6
1198,30187416L1,30187416L0
1199,30187416L2,30187416L1
1200,30187416L3,30187416L2
1201,30187416L4,30187416L3
1202,30187416L5,30187416L4
1203,30187416L6,30187416L5
1204,30187416L7,30187416L6
1205,7548762L1,7548762L0
1206,7548762L2,7548762L1
1207,7548762L3,7548762L2
1208,7548762L4,7548762L3
1209,7548762L5,7548762L4
1210,7548762L6,7548762L5
1211,7548762L7,7548762L6
1212,23840885L1,23840885L0
1213,23840885L2,23840885L1
1214,23840885L3,23840885L2
1215,23840885L4,23840885L3
1216,23840885L5,23840885L4
1217,23840885L6,23840885L5
1218,23840885L7,23840885L6
1219,23840885L8,23840885L7
1220,23840885L9,23840885L8
1221,8078465L1,8078465L0
1222,8078465L2,8078465L1
1223,8078465L3,8078465L2
1224,8078465L4,8078465L3
1225,8078465L5,8078465L4
1226,8078465L6,8078465L5
1227,9660756L1,9660756L0
1228,9660756L2,9660756L1
1229,9660756L3,9660756L2
1230,9660756L4,9660756L3
1231,9660756L5,9660756L4
1232,9660756L6,9660756L5
1233,9660756L7,9660756L6
1234,9660756L8,9660756L7
1235,9660756L9,9660756L8
1236,9660756L10,9660756L9
1237,17093294L1,17093294L0
1238,17093294L2,17093294L1
1239,17093294L3,17093294L2
1240,17093294L4,17093294L3
1241,17093294L5,17093294L4
1242,17093294L6,17093294L5
1243,15975540L1,15975540L0
1244,15975540L2,15975540L1
1245,15975540L3,15975540L2
1246,15975540L4,15975540L3
1247,15975540L5,15975540L4
1248,15975540L6,15975540L5
1249,15975540L7,15975540L6
1250,15975540L8,15975540L7
1251,15975540L9,15975540L8
1252,15975540L10,15975540L9
1253,15975540L11,15975540L10
1254,15975540L12,15975540L11
1255,24215279L1,24215279L0
1256,17953678L1,17953678L0
1257,17953678L2,17953678L1
1258,17953678L3,17953678L2
1259,17953678L4,17953678L3
1260,17953678L5,17953678L4
1261,17953678L6,17953678L5
1262,17953678L7,17953678L6
1263,12027431L1,12027431L0
1264,12027431L2,12027431L1
1265,12027431L3,12027431L2
1266,7876045L1,7876045L0
1267,7876045L2,7876045L1
1268,9542752L1,9542752L0
1269,9542752L2,9542752L1
1270,9542752L3,9542752L2
1271,9542752L4,9542752L3
1272,9542752L5,9542752L4
1273,9542752L6,9542752L5
1274,9542752L7,9542752L6
1275,9542752L8,9542752L7
1276,9542752L9,9542752L8
1277,9542752L10,9542752L9
1278,18720346L1,18720346L0
1279,18720346L2,18720346L1
1280,18720346L3,18720346L2
1281,18720346L4,18720346L3
1282,18720346L5,18720346L4
1283,16416443L1,16416443L0
1284,16416443L2,16416443L1
1285,16416443L3,16416443L2
1286,16416443L4,16416443L3
1287,16416443L5,16416443L4
1288,16416443L6,16416443L5
1289,16416443L7,16416443L6
1290,16416443L8,16416443L7
1291,16416443L9,16416443L8
1292,16416443L10,16416443L9
1293,23992551L1,23992551L0
1294,23992551L2,23992551L1
1295,23992551L3,23992551L2
1296,19140512L1,19140512L0
1297,26148881L1,26148881L0
1298,26148881L2,26148881L1
1299,26148881L3,26148881L2
1300,26148881L4,26148881L3
1301,26148881L5,26148881L4
1302,26148881L6,26148881L5
1303,26148881L7,26148881L6
1304,19270525L1,19270525L0
1305,19270525L2,19270525L1
1306,19270525L3,19270525L2
1307,19270525L4,19270525L3
1308,19270525L5,19270525L4
1309,19270525L6,19270525L5
1310,19270525L7,19270525L6
1311,19270525L8,19270525L7
1312,19270525L9,19270525L8
1313,2538404L1,2538404L0
1314,2538404L2,2538404L1
1315,2538404L3,2538404L2
1316,2538404L4,2538404L3
1317,2538404L5,2538404L4
1318,2538404L6,2538404L5
1319,10579908L1,10579908L0
1320,10579908L2,10579908L1
1321,10579908L3,10579908L2
1322,10579908L4,10579908L3
1323,7653636L1,7653636L0
1324,7653636L2,7653636L1
1325,7653636L3,7653636L2
1326,7653636L4,7653636L3
1327,7653636L5,7653636L4
1328,7653636L6,7653636L5
1329,7653636L7,7653636L6
1330,7653636L8,7653636L7
1331,16728955L1,16728955L0
1332,16728955L2,16728955L1
1333,16728955L3,16728955L2
1334,16728955L4,16728955L3
1335,16728955L5,16728955L4
1336,16728955L6,16728955L5
1337,16728955L7,16728955L6
1338,16728955L8,16728955L7
1339,16728955L9,16728955L8
1340,16728955L10,16728955L9
1341,17054445L1,17054445L0
1342,17054445L2,17054445L1
1343,17054445L3,17054445L2
1344,17054445L4,17054445L3
1345,17054445L5,17054445L4
1346,17054445L6,17054445L5
1347,17054445L7,17054445L6
1348,17054445L8,17054445L7
1349,17054445L9,17054445L8
1350,10066433L1,10066433L0
1351,10066433L2,10066433L1
1352,10066433L3,10066433L2
1353,10066433L4,10066433L3
1354,26494790L1,26494790L0
1355,26494790L2,26494790L1
1356,26494790L3,26494790L2
1357,26494790L4,26494790L3
1358,26494790L5,26494790L4
1359,26494790L6,26494790L5
1360,8853374L1,8853374L0
1361,8853374L2,8853374L1
1362,8853374L3,8853374L2
1363,8853374L4,8853374L3
1364,8853374L5,8853374L4
1365,22684298L1,22684298L0
1366,22684298L2,22684298L1
1367,22684298L3,22684298L2
1368,22684298L4,22684298L3
1369,22684298L5,22684298L4
1370,22684298L6,22684298L5
1371,22684298L7,22684298L6
1372,22684298L8,22684298L7
1373,22684298L9,22684298L8
1374,22684298L10,22684298L9
1375,22684298L11,22684298L10
1376,22684298L12,22684298L11
1377,22684298L13,22684298L12
1378,22684298L14,22684298L13
1379,22684298L15,22684298L14
1380,22684298L16,22684298L15
1381,15452193L1,15452193L0
1382,15452193L2,15452193L1
1383,15452193L3,15452193L2
1384,15452193L4,15452193L3
1385,15452193L5,15452193L4
1386,15452193L6,15452193L5
1387,15452193L7,15452193L6
1388,15452193L8,15452193L7
1389,15452193L9,15452193L8
1390,28614771L1,28614771L0
1391,28614771L2,28614771L1
1392,28614771L3,28614771L2
1393,28614771L4,28614771L3
1394,28614771L5,28614771L4
1395,9393638L1,9393638L0
1396,9393638L2,9393638L1
1397,9393638L3,9393638L2
1398,9393638L4,9393638L3
1399,9393638L5,9393638L4
1400,9393638L6,9393638L5
1401,9393638L7,9393638L6
1402,9393638L8,9393638L7
1403,9393638L9,9393638L8
1404,20108250L1,20108250L0
1405,20108250L2,20108250L1
1406,20108250L3,20108250L2
1407,20108250L4,20108250L3
1408,20108250L5,20108250L4
1409,20108250L6,20108250L5
1410,20108250L7,20108250L6
1411,20108250L8,20108250L7
1412,20108250L9,20108250L8
1413,20108250L10,20108250L9
1414,18809338L1,18809338L0
1415,18809338L2,18809338L1
1416,7260199L1,7260199L0
1417,7260199L2,7260199L1
1418,7260199L3,7260199L2
1419,7260199L4,7260199L3
1420,7260199L5,7260199L4
1421,7260199L6,7260199L5
1422,10720416L1,10720416L0
1423,10720416L2,10720416L1
1424,10720416L3,10720416L2
1425,10720416L4,10720416L3
1426,10720416L5,10720416L4
1427,10720416L6,10720416L5
1428,10720416L7,10720416L6
1429,10720416L8,10720416L7
1430,10720416L9,10720416L8
1431,26002201L1,26002201L0
1432,26002201L2,26002201L1
1433,26002201L3,26002201L2
1434,26002201L4,26002201L3
1435,26002201L5,26002201L4
1436,26002201L6,26002201L5
1437,26002201L7,26002201L6
1438,26002201L8,26002201L7
1439,26002201L9,26002201L8
1440,26002201L10,26002201L9
1441,26002201L11,26002201L10
1442,26002201L12,26002201L11
1443,17433520L1,17433520L0
1444,17433520L2,17433520L1
1445,17433520L3,17433520L2
1446,17433520L4,17433520L3
1447,17433520L5,17433520L4
1448,17433520L6,17433520L5
1449,17433520L7,17433520L6
1450,17433520L8,17433520L7
1451,17433520L9,17433520L8
1452,17433520L10,17433520L9
1453,17433520L11,17433520L10
1454,17433520L12,17433520L11
1455,11162667L1,11162667L0
1456,11162667L2,11162667L1
1457,11162667L3,11162667L2
1458,11162667L4,11162667L3
1459,27631700L1,27631700L0
1460,27631700L2,27631700L1
1461,27631700L3,27631700L2
1462,27631700L4,27631700L3
1463,27631700L5,27631700L4
1464,23357647L1,23357647L0
1465,23357647L2,23357647L1
1466,23357647L3,23357647L2
1467,23357647L4,23357647L3
1468,23357647L5,23357647L4
1469,23357647L6,23357647L5
1470,23357647L7,23357647L6
1471,23357647L8,23357647L7
1472,23357647L9,23357647L8
1473,23357647L10,23357647L9
1474,23765003L1,23765003L0
1475,23765003L2,23765003L1
1476,23765003L3,23765003L2
1477,23765003L4,23765003L3
1478,26108358L1,26108358L0
1479,26108358L2,26108358L1
1480,26108358L3,26108358L2
1481,26108358L4,26108358L3
1482,26108358L5,26108358L4
1483,26108358L6,26108358L5
1484,21186769L1,21186769L0
1485,21186769L2,21186769L1
1486,21186769L3,21186769L2
1487,21186769L4,21186769L3
1488,21186769L5,21186769L4
1489,21186769L6,21186769L5
1490,21186769L7,21186769L6
1491,21186769L8,21186769L7
1492,21186769L9,21186769L8
1493,21186769L10,21186769L9
1494,23216995L1,23216995L0
1495,23216995L2,23216995L1
1496,23216995L3,23216995L2
1497,23216995L4,23216995L3
1498,23216995L5,23216995L4
1499,23216995L6,23216995L5
1500,23216995L7,23216995L6
1501,23216995L8,23216995L7
1502,23216995L9,23216995L8
1503,6296816L1,6296816L0
1504,6296816L2,6296816L1
1505,6296816L3,6296816L2
1506,6296816L4,6296816L3
1507,6296816L5,6296816L4
1508,6296816L6,6296816L5
1509,6296816L7,6296816L6
1510,6296816L8,6296816L7
1511,6296816L9,6296816L8
1512,6296816L10,6296816L9
1513,6296816L11,6296816L10
1514,6296816L12,6296816L11
1515,6296816L13,6296816L12
1516,18948571L1,18948571L0
1517,18948571L2,18948571L1
1518,18948571L3,18948571L2
1519,18948571L4,18948571L3
1520,18948571L5,18948571L4
1521,18948571L6,18948571L5
1522,18948571L7,18948571L6
1523,18948571L8,18948571L7
1524,18948571L9,18948571L8
1525,11811552L1,11811552L0
1526,11811552L2,11811552L1
1527,11811552L3,11811552L2
1528,11811552L4,11811552L3
1529,11811552L5,11811552L4
1530,11811552L6,11811552L5
1531,11811552L7,11811552L6
1532,12814642L1,12814642L0
1533,12814642L2,12814642L1
1534,21381669L1,21381669L0
1535,21381669L2,21381669L1
1536,21381669L3,21381669L2
1537,21381669L4,21381669L3
1538,21381669L5,21381669L4
1539,21381669L6,21381669L5
1540,21381669L7,21381669L6
1541,8475075L1,8475075L0
1542,8475075L2,8475075L1
1543,8475075L3,8475075L2
1544,7618176L1,7618176L0
1545,7618176L2,7618176L1
1546,7618176L3,7618176L2
1547,7618176L4,7618176L3
1548,7618176L5,7618176L4
1549,7618176L6,7618176L5
1550,7618176L7,7618176L6
1551,21904868L1,21904868L0
1552,21904868L2,21904868L1
1553,21904868L3,21904868L2
1554,21904868L4,21904868L3
1555,21904868L5,21904868L4
1556,21904868L6,21904868L5
1557,26145822L1,26145822L0
1558,26145822L2,26145822L1
1559,26145822L3,26145822L2
1560,26145822L4,26145822L3
1561,26145822L5,26145822L4
1562,26145822L6,26145822L5
1563,8690517L1,8690517L0
1564,8690517L2,8690517L1
1565,8690517L3,8690517L2
1566,8690517L4,8690517L3
1567,8690517L5,8690517L4
1568,2167660L1,2167660L0
1569,2167660L2,2167660L1
1570,2167660L3,2167660L2
1571,2167660L4,2167660L3
1572,2167660L5,2167660L4
1573,2167660L6,2167660L5
1574,2167660L7,2167660L6
1575,2167660L8,2167660L7
1576,2167660L9,2167660L8
1577,2167660L10,2167660L9
1578,2167660L11,2167660L10
1579,12187538L1,12187538L0
1580,12187538L2,12187538L1
1581,22542454L1,22542454L0
1582,22542454L2,22542454L1
1583,22542454L3,22542454L2
1584,22542454L4,22542454L3
1585,22542454L5,22542454L4
1586,22542454L6,22542454L5
1587,22542454L7,22542454L6
1588,22542454L8,22542454L7
1589,22291017L1,22291017L0
1590,22291017L2,22291017L1
1591,22291017L3,22291017L2
1592,22291017L4,22291017L3
1593,8897070L1,8897070L0
1594,8897070L2,8897070L1
1595,8897070L3,8897070L2
1596,8897070L4,8897070L3
1597,8897070L5,8897070L4
1598,8897070L6,8897070L5
1599,8897070L7,8897070L6
1600,8897070L8,8897070L7
1601,8897070L9,8897070L8
1602,4034373L1,4034373L0
1603,4034373L2,4034373L1
1604,4034373L3,4034373L2
1605,4034373L4,4034373L3
1606,4034373L5,4034373L4
1607,4034373L6,4034373L5
1608,4034373L7,4034373L6
1609,4034373L8,4034373L7
1610,29415446L1,29415446L0
1611,29415446L2,29415446L1
1612,29415446L3,29415446L2
1613,29415446L4,29415446L3
1614,29415446L5,29415446L4
1615,8197228L1,8197228L0
1616,8197228L2,8197228L1
1617,8197228L3,8197228L2
1618,12008143L1,12008143L0
1619,12008143L2,12008143L1
1620,12008143L3,12008143L2
1621,12008143L4,12008143L3
1622,12008143L5,12008143L4
1623,12008143L6,12008143L5
1624,5079080L1,5079080L0
1625,27449017L1,27449017L0
1626,27449017L2,27449017L1
1627,27449017L3,27449017L2
1628,27449017L4,27449017L3
1629,27449017L5,27449017L4
1630,27449017L6,27449017L5
1631,27449017L7,27449017L6
1632,27449017L8,27449017L7
1633,27449017L9,27449017L8
1634,27449017L10,27449017L9
1635,27449017L11,27449017L10
1636,27449017L12,27449017L11
1637,7011037L1,7011037L0
1638,7011037L2,7011037L1
1639,7011037L3,7011037L2
1640,7011037L4,7011037L3
1641,9236186L1,9236186L0
1642,9236186L2,9236186L1
1643,9236186L3,9236186L2
1644,11502545L1,11502545L0
1645,11502545L2,11502545L1
1646,11502545L3,11502545L2
1647,11056176L1,11056176L0
1648,11056176L2,11056176L1
1649,11056176L3,11056176L2
1650,11056176L4,11056176L3
1651,11056176L5,11056176L4
1652,21329961L1,21329961L0
1653,21329961L2,21329961L1
1654,21329961L3,21329961L2
1655,21329961L4,21329961L3
1656,21329961L5,21329961L4
1657,21329961L6,21329961L5
1658,21329961L7,21329961L6
1659,21329961L8,21329961L7
1660,21329961L9,21329961L8
1661,21329961L10,21329961L9
1662,23919379L1,23919379L0
1663,23919379L2,23919379L1
1664,23919379L3,23919379L2
1665,23919379L4,23919379L3
1666,23919379L5,23919379L4
1667,23919379L6,23919379L5
1668,23919379L7,23919379L6
1669,21816850L1,21816850L0
1670,21816850L2,21816850L1
1671,21816850L3,21816850L2
1672,21816850L4,21816850L3
1673,21816850L5,21816850L4
1674,21816850L6,21816850L5
1675,21816850L7,21816850L6
1676,7635462L1,7635462L0
1677,7635462L2,7635462L1
1678,7635462L3,7635462L2
1679,7635462L4,7635462L3
1680,7635462L5,7635462L4
1681,7635462L6,7635462L5
1682,11465540L1,11465540L0
1683,11465540L2,11465540L1
1684,11465540L3,11465540L2
1685,11465540L4,11465540L3
1686,11465540L5,11465540L4
1687,3198606L1,3198606L0
1688,3198606L2,3198606L1
1689,3198606L3,3198606L2
1690,3198606L4,3198606L3
1691,3198606L5,3198606L4
1692,3198606L6,3198606L5
1693,3198606L7,3198606L6
1694,3198606L8,3198606L7
1695,3198606L9,3198606L8
1696,3198606L10,3198606L9
1697,3198606L11,3198606L10
1698,3198606L12,3198606L11
1699,3198606L13,3198606L12
1700,9367675L1,9367675L0
1701,9367675L2,9367675L1
1702,9367675L3,9367675L2
1703,9367675L4,9367675L3
1704,9367675L5,9367675L4
1705,9367675L6,9367675L5
1706,27796268L1,27796268L0
1707,27796268L2,27796268L1
1708,27796268L3,27796268L2
1709,11374865L1,11374865L0
1710,11374865L2,11374865L1
1711,11374865L3,11374865L2
1712,11374865L4,11374865L3
1713,11374865L5,11374865L4
1714,11374865L6,11374865L5
1715,11374865L7,11374865L6
1716,11374865L8,11374865L7
1717,24676313L1,24676313L0
1718,24676313L2,24676313L1
1719,24676313L3,24676313L2
1720,24676313L4,24676313L3
1721,24676313L5,24676313L4
1722,19200578L1,19200578L0
1723,19200578L2,19200578L1
1724,19200578L3,19200578L2
1725,19200578L4,19200578L3
1726,19200578L5,19200578L4
1727,19200578L6,19200578L5
1728,19200578L7,19200578L6
1729,10544240L1,10544240L0
1730,10544240L2,10544240L1
1731,10544240L3,10544240L2
1732,15269222L1,15269222L0
1733,15269222L2,15269222L1
1734,15269222L3,15269222L2
1735,15269222L4,15269222L3
1736,15269222L5,15269222L4
1737,15269222L6,15269222L5
1738,15269222L7,15269222L6
1739,15269222L8,15269222L7
1740,15269222L9,15269222L8
1741,15269222L10,15269222L9
1742,21451941L1,21451941L0
1743,21451941L2,21451941L1
1744,21451941L3,21451941L2
1745,21451941L4,21451941L3
1746,21451941L5,21451941L4
1747,21451941L6,21451941L5
1748,21451941L7,21451941L6
1749,21451941L8,21451941L7
1750,21451941L9,21451941L8
1751,2493981L1,2493981L0
1752,2493981L2,2493981L1
1753,2493981L3,2493981L2
1754,2493981L4,2493981L3
1755,2493981L5,2493981L4
1756,2493981L6,2493981L5
1757,2493981L7,2493981L6
1758,2493981L8,2493981L7
1759,2493981L9,2493981L8
1760,2493981L10,2493981L9
1761,28226188L1,28226188L0
1762,28226188L2,28226188L1
1763,28226188L3,28226188L2
1764,28226188L4,28226188L3
1765,28226188L5,28226188L4
1766,28226188L6,28226188L5
1767,28226188L7,28226188L6
1768,28226188L8,28226188L7
1769,12661997L1,12661997L0
1770,12661997L2,12661997L1
1771,12661997L3,12661997L2
1772,12661997L4,12661997L3
1773,12661997L5,12661997L4
1774,12661997L6,12661997L5
1775,12661997L7,12661997L6
1776,2071895L1,2071895L0
1777,2071895L2,2071895L1
1778,2071895L3,2071895L2
1779,2071895L4,2071895L3
1780,2071895L5,2071895L4
1781,2071895L6,2071895L5
1782,2071895L7,2071895L6
1783,2071895L8,2071895L7
1784,2071895L9,2071895L8
1785,18395741L1,18395741L0
1786,18395741L2,18395741L1
1787,18395741L3,18395741L2
1788,18395741L4,18395741L3
1789,18395741L5,18395741L4
1790,18395741L6,18395741L5
1791,18395741L7,18395741L6
1792,18395741L8,18395741L7
1793,18395741L9,18395741L8
1794,18395741L10,18395741L9
1795,20212121L1,20212121L0
1796,20212121L2,20212121L1
1797,20212121L3,20212121L2
1798,20212121L4,20212121L3
1799,20212121L5,20212121L4
1800,20212121L6,20212121L5
1801,12448820L1,12448820L0
1802,12448820L2,12448820L1
1803,12448820L3,12448820L2
1804,12448820L4,12448820L3
1805,12448820L5,12448820L4
1806,12448820L6,12448820L5
1807,12448820L7,12448820L6
1808,12448820L8,12448820L7
1809,12448820L9,12448820L8
1810,10713079L1,10713079L0
1811,10713079L2,10713079L1
1812,10713079L3,10713079L2
1813,10713079L4,10713079L3
1814,10713079L5,10713079L4
1815,10713079L6,10713079L5
1816,10713079L7,10713079L6
1817,10713079L8,10713079L7
1818,26912174L1,26912174L0
1819,26912174L2,26912174L1
1820,26912174L3,26912174L2
1821,26912174L4,26912174L3
1822,26912174L5,26912174L4
1823,26912174L6,26912174L5
1824,29070589L1,29070589L0
1825,29070589L2,29070589L1
1826,22653801L1,22653801L0
1827,22653801L2,22653801L1
1828,22653801L3,22653801L2
1829,22653801L4,22653801L3
1830,22653801L5,22653801L4
1831,22653801L6,22653801L5
1832,22653801L7,22653801L6
1833,22653801L8,22653801L7
1834,27385424L1,27385424L0
1835,27385424L2,27385424L1
1836,27385424L3,27385424L2
1837,27385424L4,27385424L3
1838,27385424L5,27385424L4
1839,27385424L6,27385424L5
1840,27385424L7,27385424L6
1841,27385424L8,27385424L7
1842,27385424L9,27385424L8
1843,1689542L1,1689542L0
1844,1689542L2,1689542L1
1845,1689542L3,1689542L2
1846,1689542L4,1689542L3
1847,1689542L5,1689542L4
1848,1689542L6,1689542L5
1849,1689542L7,1689542L6
1850,4026297L1,4026297L0
1851,4026297L2,4026297L1
1852,4026297L3,4026297L2
1853,4026297L4,4026297L3
1854,4026297L5,4026297L4
1855,4026297L6,4026297L5
1856,16420065L1,16420065L0
1857,16420065L2,16420065L1
1858,2891114L1,2891114L0
1859,2891114L2,2891114L1
1860,2891114L3,2891114L2
1861,2891114L4,2891114L3
1862,7691702L1,7691702L0
1863,7691702L2,7691702L1
1864,7691702L3,7691702L2
1865,7691702L4,7691702L3
1866,7691702L5,7691702L4
1867,7691702L6,7691702L5
1868,7691702L7,7691702L6
1869,7691702L8,7691702L7
1870,7691702L9,7691702L8
1871,15796617L1,15796617L0
1872,15796617L2,15796617L1
1873,15796617L3,15796617L2
1874,15796617L4,15796617L3
1875,15796617L5,15796617L4
1876,15796617L6,15796617L5
1877,15796617L7,15796617L6
1878,15796617L8,15796617L7
1879,15796617L9,15796617L8
1880,12860139L1,12860139L0
1881,12860139L2,12860139L1
1882,12860139L3,12860139L2
1883,12860139L4,12860139L3
1884,12860139L5,12860139L4
1885,12860139L6,12860139L5
1886,7891681L1,7891681L0
1887,7891681L2,7891681L1
1888,7891681L3,7891681L2
1889,7891681L4,7891681L3
1890,7891681L5,7891681L4
1891,7891681L6,7891681L5
1892,7891681L7,7891681L6
1893,7891681L8,7891681L7
1894,7891681L9,7891681L8
1895,1362111L1,1362111L0
1896,1362111L2,1362111L1
1897,1362111L3,1362111L2
1898,1362111L4,1362111L3
1899,1362111L5,1362111L4
1900,1362111L6,1362111L5
1901,1362111L7,1362111L6
1902,1362111L8,1362111L7
1903,1362111L9,1362111L8
1904,1362111L10,1362111L9
1905,1362111L11,1362111L10
1906,1362111L12,1362111L11
1907,1362111L13,1362111L12
1908,1362111L14,1362111L13
1909,1362111L15,1362111L14
1910,14558755L1,14558755L0
1911,14558755L2,14558755L1
1912,14558755L3,14558755L2
1913,14558755L4,14558755L3
1914,14558755L5,14558755L4
1915,10899003L1,10899003L0
1916,10899003L2,10899003L1
1917,10899003L3,10899003L2
1918,10899003L4,10899003L3
1919,10899003L5,10899003L4
1920,10899003L6,10899003L5
1921,10899003L7,10899003L6
1922,10899003L8,10899003L7
1923,10899003L9,10899003L8
1924,10899003L10,10899003L9
1925,10899003L11,10899003L10
1926,8148880L1,8148880L0
1927,8148880L2,8148880L1
1928,8148880L3,8148880L2
1929,8148880L4,8148880L3
1930,8148880L5,8148880L4
1931,16755280L1,16755280L0
1932,16755280L2,16755280L1
1933,16755280L3,16755280L2
1934,16755280L4,16755280L3
1935,16755280L5,16755280L4
